asd,5
dsa,30
dsa,7
dsa,10
dsa,30
dsa,22
dsa,30
dsa,33
dsa,0
dsa,90
dsa,30
dsa,30
dsa,10
mat,5000
mat,4
   ,2
  s,2
hgg,2
aaa,0
jhu,1
